loan_size,interest_rate,borrower_income,debt_to_income,num_of_accounts,derogatory_marks,total_debt,loan_status
10100,7.425,50500,0.405940594,4,1,20500,0
8600,6.782,44400,0.32432432432432400,3,0,14400,0
11300,7.932,55200,0.4565217391304350,5,1,25200,0
9800,7.294,49200,0.3902439024390240,4,0,19200,0
9000,6.953000000000000,46000,0.3478260869565220,3,0,16000,0
10200,7.444,50700,0.40828402366863900,4,1,20700,0
9100,6.989,46400,0.3534482758620690,3,0,16400,0
10400,7.559,51700,0.4197292069632500,4,1,21700,0
10500,7.585,52000,0.4230769230769230,4,1,22000,0
11000,7.78,53800,0.4423791821561340,5,1,23800,0
7500,6.303,39900,0.2481203007518800,2,0,9900,0
11800,8.14,57200,0.4755244755244760,6,1,27200,0
7800,6.45,41300,0.2736077481840190,2,0,11300,0
7900,6.473,41500,0.27710843373494000,2,0,11500,0
10600,7.643,52500,0.42857142857142900,5,1,22500,0
9700,7.257000000000000,48900,0.38650306748466300,4,0,18900,0
9000,6.962000000000000,46100,0.3492407809110630,3,0,16100,0
10300,7.52,51400,0.4163424124513620,4,1,21400,0
9400,7.105,47500,0.3684210526315790,3,0,17500,0
7300,6.21,39000,0.2307692307692310,2,0,9000,0
10400,7.54,51600,0.4186046511627910,4,1,21600,0
7000,6.1160000000000000,38100,0.2125984251968500,1,0,8100,0
10300,7.514000000000000,51300,0.4152046783625730,4,1,21300,0
9200,7.037000000000000,46800,0.35897435897435900,3,0,16800,0
10900,7.748000000000000,53500,0.4392523364485980,5,1,23500,0
8300,6.666,43300,0.3071593533487300,2,0,13300,0
8900,6.9270000000000000,45800,0.34497816593886500,3,0,15800,0
9200,7.041,46900,0.3603411513859280,3,0,16900,0
10300,7.52,51400,0.4163424124513620,4,1,21400,0
9200,7.046,46900,0.3603411513859280,3,0,16900,0
7600,6.373000000000000,40600,0.2610837438423650,2,0,10600,0
9700,7.253000000000000,48900,0.38650306748466300,4,0,18900,0
8800,6.845,45000,0.3333333333333330,3,0,15000,0
8900,6.903,45600,0.34210526315789500,3,0,15600,0
8500,6.724,43900,0.31662870159453300,3,0,13900,0
7900,6.499,41800,0.2822966507177030,2,0,11800,0
10600,7.614,52200,0.4252873563218390,5,1,22200,0
9500,7.172000000000000,48100,0.3762993762993760,4,0,18100,0
8000,6.543000000000000,42200,0.2890995260663510,2,0,12200,0
10200,7.44,50600,0.4071146245059290,4,1,20600,0
12000,8.212,57900,0.4818652849740930,6,1,27900,0
9200,7.053,47000,0.3617021276595750,3,0,17000,0
9400,7.119,47600,0.3697478991596640,3,0,17600,0
11900,8.177,57500,0.4782608695652170,6,1,27500,0
12000,8.214,57900,0.4818652849740930,6,1,27900,0
7600,6.375,40600,0.2610837438423650,2,0,10600,0
11400,7.989,55800,0.4623655913978490,5,1,25800,0
12100,8.263,58400,0.4863013698630140,6,1,28400,0
9700,7.23,48600,0.382716049,4,0,18600,0
9900,7.319,49500,0.3939393939393940,4,0,19500,0
8600,6.769,44300,0.3227990970654630,3,0,14300,0
7600,6.367000000000000,40500,0.25925925925925900,2,0,10500,0
8400,6.692,43600,0.3119266055045870,3,0,13600,0
8900,6.903,45600,0.34210526315789500,3,0,15600,0
9700,7.26,48900,0.38650306748466300,4,0,18900,0
11000,7.818,54200,0.4464944649446500,5,1,24200,0
8700,6.8020000000000000,44600,0.3273542600896860,3,0,14600,0
8200,6.59,42600,0.29577464788732400,2,0,12600,0
9200,7.045,46900,0.3603411513859280,3,0,16900,0
10600,7.614,52200,0.4252873563218390,5,1,22200,0
9800,7.273,49000,0.3877551020408160,4,0,19000,0
10300,7.5120000000000000,51300,0.4152046783625730,4,1,21300,0
10600,7.6340000000000000,52400,0.4274809160305340,5,1,22400,0
8900,6.899,45500,0.3406593406593410,3,0,15500,0
9300,7.078000000000000,47200,0.3644067796610170,3,0,17200,0
8000,6.5360000000000000,42100,0.2874109263657960,2,0,12100,0
7500,6.297000000000000,39900,0.2481203007518800,2,0,9900,0
10900,7.757000000000000,53600,0.44029850746268700,5,1,23600,0
10500,7.575,51900,0.4219653179190750,4,1,21900,0
10000,7.362,49900,0.3987975951903810,4,0,19900,0
9300,7.0730000000000000,47200,0.3644067796610170,3,0,17200,0
9600,7.216,48500,0.38144329896907200,4,0,18500,0
9400,7.1,47400,0.3670886075949370,3,0,17400,0
8600,6.801,44600,0.3273542600896860,3,0,14600,0
10600,7.6370000000000000,52500,0.42857142857142900,5,1,22500,0
8600,6.794,44500,0.3258426966292140,3,0,14500,0
10000,7.392,50200,0.4023904382470120,4,1,20200,0
8800,6.864,45200,0.33628318584070800,3,0,15200,0
9900,7.351,49800,0.3975903614457830,4,0,19800,0
9100,7.0120000000000000,46600,0.3562231759656650,3,0,16600,0
9500,7.17,48100,0.3762993762993760,4,0,18100,0
6600,5.942,36500,0.1780821917808220,1,0,6500,0
9200,7.055,47000,0.3617021276595750,3,0,17000,0
18300,10.917,83300,0.6398559423769510,12,2,53300,0
8900,6.895,45500,0.3406593406593410,3,0,15500,0
9200,7.041,46900,0.3603411513859280,3,0,16900,0
8500,6.75,44100,0.3197278911564630,3,0,14100,0
11200,7.889000000000000,54800,0.4525547445255470,5,1,24800,0
9200,7.017,46600,0.3562231759656650,3,0,16600,0
10200,7.444,50700,0.40828402366863900,4,1,20700,0
8800,6.872000000000000,45300,0.3377483443708610,3,0,15300,0
8000,6.51,41900,0.2840095465393800,2,0,11900,0
9800,7.281000000000000,49100,0.3890020366598780,4,0,19100,0
11000,7.808,54100,0.4454713493530500,5,1,24100,0
8900,6.909,45600,0.34210526315789500,3,0,15600,0
9600,7.207000000000000,48400,0.3801652892561980,4,0,18400,0
7700,6.4080000000000000,40900,0.2665036674816630,2,0,10900,0
10300,7.497000000000000,51100,0.4129158512720160,4,1,21100,0
8300,6.668000000000000,43300,0.3071593533487300,3,0,13300,0
8700,6.821000000000000,44800,0.33035714285714300,3,0,14800,0
8600,6.79,44500,0.3258426966292140,3,0,14500,0
20600,11.887,92500,0.6756756756756760,14,3,62500,0
8600,6.7990000000000000,44600,0.3273542600896860,3,0,14600,0
9000,6.947,46000,0.3478260869565220,3,0,16000,0
8300,6.6370000000000000,43100,0.3039443155452440,2,0,13100,0
11400,7.957000000000000,55500,0.4594594594594600,5,1,25500,0
9600,7.222,48600,0.382716049,4,0,18600,0
9200,7.0520000000000000,47000,0.3617021276595750,3,0,17000,0
7500,6.32,40100,0.2518703241895260,2,0,10100,0
10900,7.766,53700,0.441340782,5,1,23700,0
10500,7.568,51800,0.4208494208494210,4,1,21800,0
10200,7.444,50600,0.4071146245059290,4,1,20600,0
9800,7.279,49100,0.3890020366598780,4,0,19100,0
8500,6.7590000000000000,44200,0.3212669683257920,3,0,14200,0
8700,6.837000000000000,44900,0.3318485523385300,3,0,14900,0
9300,7.093,47300,0.3657505285412260,3,0,17300,0
8400,6.691,43600,0.3119266055045870,3,0,13600,0
10000,7.357,49800,0.3975903614457830,4,0,19800,0
8600,6.777,44400,0.32432432432432400,3,0,14400,0
9000,6.944,45900,0.3464052287581700,3,0,15900,0
11800,8.154,57300,0.4764397905759160,6,1,27300,0
12400,8.4,59600,0.4966442953020130,6,1,29600,0
10600,7.646,52600,0.4296577946768060,5,1,22600,0
9100,6.985,46300,0.35205183585313200,3,0,16300,0
8000,6.539,42100,0.2874109263657960,2,0,12100,0
9800,7.278,49100,0.3890020366598780,4,0,19100,0
7700,6.401,40800,0.2647058823529410,2,0,10800,0
8000,6.542000000000000,42200,0.2890995260663510,2,0,12200,0
8900,6.922000000000000,45700,0.3435448577680530,3,0,15700,0
19400,11.361000000000000,87500,0.6571428571428570,12,2,57500,0
8700,6.812,44700,0.3288590604026850,3,0,14700,0
10000,7.388,50100,0.4011976047904190,4,1,20100,0
9200,7.018,46600,0.3562231759656650,3,0,16600,0
6600,5.92,36300,0.17355371900826400,1,0,6300,0
9400,7.122000000000000,47600,0.3697478991596640,3,0,17600,0
8400,6.69,43600,0.3119266055045870,3,0,13600,0
10900,7.779,53800,0.4423791821561340,5,1,23800,0
10000,7.359,49900,0.3987975951903810,4,0,19900,0
8700,6.829,44900,0.3318485523385300,3,0,14900,0
10200,7.452000000000000,50700,0.40828402366863900,4,1,20700,0
7000,6.112,38100,0.2125984251968500,1,0,8100,0
8700,6.818,44800,0.33035714285714300,3,0,14800,0
9400,7.109,47500,0.3684210526315790,3,0,17500,0
10700,7.657,52700,0.4307400379506640,5,1,22700,0
10000,7.369,49900,0.3987975951903810,4,0,19900,0
11800,8.153000000000000,57300,0.4764397905759160,6,1,27300,0
7700,6.401,40800,0.2647058823529410,2,0,10800,0
9000,6.949,46000,0.3478260869565220,3,0,16000,0
8100,6.586,42600,0.29577464788732400,2,0,12600,0
9200,7.035,46800,0.35897435897435900,3,0,16800,0
9000,6.958000000000000,46100,0.3492407809110630,3,0,16100,0
7700,6.386,40700,0.2628992628992630,2,0,10700,0
8100,6.5760000000000000,42500,0.29411764705882400,2,0,12500,0
9800,7.269,49000,0.3877551020408160,4,0,19000,0
9200,7.054000000000000,47000,0.3617021276595750,3,0,17000,0
8100,6.558,42300,0.2907801418439720,2,0,12300,0
10200,7.456,50800,0.4094488188976380,4,1,20800,0
9700,7.265,49000,0.3877551020408160,4,0,19000,0
9600,7.221,48600,0.382716049,4,0,18600,0
10600,7.626,52400,0.4274809160305340,5,1,22400,0
10400,7.537000000000000,51500,0.4174757281553400,4,1,21500,0
12000,8.238,58100,0.4836488812392430,6,1,28100,0
7900,6.496,41700,0.2805755395683450,2,0,11700,0
9500,7.151,47900,0.3736951983298540,4,0,17900,0
9500,7.176,48100,0.3762993762993760,4,0,18100,0
10200,7.45,50700,0.40828402366863900,4,1,20700,0
9300,7.063,47100,0.3630573248407640,3,0,17100,0
9500,7.173000000000000,48100,0.3762993762993760,4,0,18100,0
8700,6.806,44600,0.3273542600896860,3,0,14600,0
9700,7.261,48900,0.38650306748466300,4,0,18900,0
8400,6.712000000000000,43800,0.3150684931506850,3,0,13800,0
9700,7.254,48900,0.38650306748466300,4,0,18900,0
11300,7.915,55100,0.45553539,5,1,25100,0
8600,6.79,44500,0.3258426966292140,3,0,14500,0
8000,6.506,41800,0.2822966507177030,2,0,11800,0
10300,7.492000000000000,51100,0.4129158512720160,4,1,21100,0
11200,7.869,54600,0.4505494505494510,5,1,24600,0
9900,7.314,49400,0.3927125506072870,4,0,19400,0
10500,7.567,51800,0.4208494208494210,4,1,21800,0
9700,7.237,48700,0.3839835728952770,4,0,18700,0
11100,7.855,54500,0.44954128440367000,5,1,24500,0
9600,7.226,48600,0.382716049,4,0,18600,0
9400,7.121,47600,0.3697478991596640,3,0,17600,0
8900,6.913000000000000,45700,0.3435448577680530,3,0,15700,0
8800,6.883000000000000,45400,0.3392070484581500,3,0,15400,0
8500,6.7410000000000000,44000,0.3181818181818180,3,0,14000,0
8600,6.769,44300,0.3227990970654630,3,0,14300,0
11100,7.8630000000000000,54600,0.4505494505494510,5,1,24600,0
9900,7.325,49500,0.3939393939393940,4,0,19500,0
10700,7.675,52800,0.4318181818181820,5,1,22800,0
8000,6.526,42000,0.2857142857142860,2,0,12000,0
11000,7.797000000000000,54000,0.4444444444444440,5,1,24000,0
8600,6.8,44600,0.3273542600896860,3,0,14600,0
11000,7.796,54000,0.4444444444444440,5,1,24000,0
7800,6.446000000000000,41300,0.2736077481840190,2,0,11300,0
9600,7.203000000000000,48400,0.3801652892561980,4,0,18400,0
10400,7.525,51400,0.4163424124513620,4,1,21400,0
11300,7.918000000000000,55100,0.45553539,5,1,25100,0
10800,7.712000000000000,53200,0.43609022556391000,5,1,23200,0
9800,7.271,49000,0.3877551020408160,4,0,19000,0
10400,7.5520000000000000,51700,0.4197292069632500,4,1,21700,0
8600,6.765,44300,0.3227990970654630,3,0,14300,0
8400,6.697,43600,0.3119266055045870,3,0,13600,0
8400,6.7,43600,0.3119266055045870,3,0,13600,0
9000,6.963000000000000,46100,0.3492407809110630,3,0,16100,0
9300,7.09,47300,0.3657505285412260,3,0,17300,0
10400,7.559,51700,0.4197292069632500,4,1,21700,0
9600,7.21,48400,0.3801652892561980,4,0,18400,0
9400,7.129,47700,0.3710691823899370,3,0,17700,0
11600,8.074,56600,0.4699646643109540,5,1,26600,0
7600,6.351,40400,0.25742574257425700,2,0,10400,0
9600,7.203000000000000,48400,0.3801652892561980,4,0,18400,0
9600,7.193,48300,0.37888198757764000,4,0,18300,0
10100,7.418000000000000,50400,0.4047619047619050,4,1,20400,0
7100,6.153,38500,0.2207792207792210,1,0,8500,0
9000,6.961,46100,0.3492407809110630,3,0,16100,0
9000,6.968,46200,0.35064935064935100,3,0,16200,0
9000,6.935,45900,0.3464052287581700,3,0,15900,0
9900,7.3260000000000000,49500,0.3939393939393940,4,0,19500,0
9900,7.327000000000000,49500,0.3939393939393940,4,0,19500,0
9500,7.165,48000,0.375,4,0,18000,0
10800,7.733,53400,0.4382022471910110,5,1,23400,0
8800,6.88,45300,0.3377483443708610,3,0,15300,0
10900,7.739,53400,0.4382022471910110,5,1,23400,0
9500,7.1580000000000000,48000,0.375,4,0,18000,0
10200,7.447,50700,0.40828402366863900,4,1,20700,0
7700,6.389000000000000,40700,0.2628992628992630,2,0,10700,0
10200,7.463000000000000,50800,0.4094488188976380,4,1,20800,0
8300,6.635,43000,0.3023255813953490,2,0,13000,0
8800,6.847,45000,0.3333333333333330,3,0,15000,0
10200,7.481,51000,0.4117647058823530,4,1,21000,0
12000,8.24,58100,0.4836488812392430,6,1,28100,0
8500,6.74,44000,0.3181818181818180,3,0,14000,0
11500,8,55900,0.4633273703041150,5,1,25900,0
6400,5.858,35700,0.15966386554621800,1,0,5700,0
11500,8.006,55900,0.4633273703041150,5,1,25900,0
8400,6.715,43800,0.3150684931506850,3,0,13800,0
8600,6.766,44300,0.3227990970654630,3,0,14300,0
8400,6.687,43500,0.3103448275862070,3,0,13500,0
8400,6.695,43600,0.3119266055045870,3,0,13600,0
9100,6.992000000000000,46400,0.3534482758620690,3,0,16400,0
7700,6.386,40700,0.2628992628992630,2,0,10700,0
7900,6.48,41600,0.27884615384615400,2,0,11600,0
11500,8.032,56200,0.4661921708185050,5,1,26200,0
8600,6.769,44300,0.3227990970654630,3,0,14300,0
10200,7.453000000000000,50700,0.40828402366863900,4,1,20700,0
8300,6.636,43000,0.3023255813953490,2,0,13000,0
7600,6.348,40300,0.2555831265508690,2,0,10300,0
8100,6.564,42400,0.29245283018867900,2,0,12400,0
11500,7.999,55900,0.4633273703041150,5,1,25900,0
10600,7.64,52500,0.42857142857142900,5,1,22500,0
10800,7.722,53300,0.4371482176360230,5,1,23300,0
9900,7.322,49500,0.3939393939393940,4,0,19500,0
9500,7.168000000000000,48100,0.3762993762993760,4,0,18100,0
7700,6.406000000000000,40900,0.2665036674816630,2,0,10900,0
10700,7.672000000000000,52800,0.4318181818181820,5,1,22800,0
9500,7.181,48200,0.3775933609958510,4,0,18200,0
9000,6.956,46100,0.3492407809110630,3,0,16100,0
6500,5.888,36000,0.16666666666666700,1,0,6000,0
8200,6.595,42700,0.297423888,2,0,12700,0
11200,7.879,54700,0.4515539305301650,5,1,24700,0
10000,7.388,50100,0.4011976047904190,4,1,20100,0
8500,6.746,44100,0.3197278911564630,3,0,14100,0
6900,6.07,37700,0.20424403183023900,1,0,7700,0
8400,6.713000000000000,43800,0.3150684931506850,3,0,13800,0
10200,7.44,50600,0.4071146245059290,4,1,20600,0
8200,6.593,42600,0.29577464788732400,2,0,12600,0
9500,7.153,47900,0.3736951983298540,4,0,17900,0
9500,7.182,48200,0.3775933609958510,4,0,18200,0
9300,7.074,47200,0.3644067796610170,3,0,17200,0
10000,7.375,50000,0.4,4,0,20000,0
7800,6.45,41300,0.2736077481840190,2,0,11300,0
9000,6.95,46000,0.3478260869565220,3,0,16000,0
10900,7.765,53700,0.441340782,5,1,23700,0
7800,6.431,41100,0.27007299270073000,2,0,11100,0
10200,7.4670000000000000,50900,0.4106090373280940,4,1,20900,0
9700,7.231,48600,0.382716049,4,0,18600,0
9700,7.253000000000000,48900,0.38650306748466300,4,0,18900,0
9600,7.203000000000000,48400,0.3801652892561980,4,0,18400,0
8700,6.8260000000000000,44800,0.33035714285714300,3,0,14800,0
9600,7.215,48500,0.38144329896907200,4,0,18500,0
9900,7.348,49700,0.3963782696177060,4,0,19700,0
7900,6.5,41800,0.2822966507177030,2,0,11800,0
8800,6.878000000000000,45300,0.3377483443708610,3,0,15300,0
9900,7.343,49700,0.3963782696177060,4,0,19700,0
8200,6.619,42900,0.3006993006993010,2,0,12900,0
9800,7.295,49300,0.3914807302231240,4,0,19300,0
8900,6.9240000000000000,45800,0.34497816593886500,3,0,15800,0
10200,7.4670000000000000,50900,0.4106090373280940,4,1,20900,0
9600,7.2170000000000000,48500,0.38144329896907200,4,0,18500,0
9200,7.028,46700,0.3576017130620990,3,0,16700,0
9400,7.106,47500,0.3684210526315790,3,0,17500,0
13000,8.639,61900,0.5153473344103390,7,1,31900,0
9600,7.186,48200,0.3775933609958510,4,0,18200,0
7100,6.148,38500,0.2207792207792210,1,0,8500,0
10400,7.54,51600,0.4186046511627910,4,1,21600,0
10700,7.692,53000,0.4339622641509430,5,1,23000,0
10700,7.686,52900,0.43289224952741000,5,1,22900,0
9300,7.062,47100,0.3630573248407640,3,0,17100,0
9700,7.229,48600,0.382716049,4,0,18600,0
10000,7.3870000000000000,50100,0.4011976047904190,4,1,20100,0
6900,6.041,37400,0.19786096256684500,1,0,7400,0
11100,7.845,54400,0.4485294117647060,5,1,24400,0
16600,10.18,76400,0.6073298429319370,10,2,46400,0
10200,7.476,51000,0.4117647058823530,4,1,21000,0
9000,6.966,46100,0.3492407809110630,3,0,16100,0
10800,7.736000000000000,53400,0.4382022471910110,5,1,23400,0
7700,6.414,41000,0.2682926829268290,2,0,11000,0
8100,6.5520000000000000,42300,0.2907801418439720,2,0,12300,0
7300,6.243000000000000,39300,0.2366412213740460,2,0,9300,0
10300,7.494,51100,0.4129158512720160,4,1,21100,0
9000,6.966,46100,0.3492407809110630,3,0,16100,0
9500,7.166,48000,0.375,4,0,18000,0
9000,6.938,45900,0.3464052287581700,3,0,15900,0
8400,6.691,43600,0.3119266055045870,3,0,13600,0
9700,7.257000000000000,48900,0.38650306748466300,4,0,18900,0
10900,7.758000000000000,53600,0.44029850746268700,5,1,23600,0
8900,6.896,45500,0.3406593406593410,3,0,15500,0
10300,7.484,51000,0.4117647058823530,4,1,21000,0
9400,7.138,47800,0.3723849372384940,3,0,17800,0
7700,6.415,41000,0.2682926829268290,2,0,11000,0
10000,7.392,50200,0.4023904382470120,4,1,20200,0
7400,6.264000000000000,39500,0.2405063291139240,2,0,9500,0
9600,7.207000000000000,48400,0.3801652892561980,4,0,18400,0
11300,7.94,55300,0.4575045207956600,5,1,25300,0
10900,7.751,53500,0.4392523364485980,5,1,23500,0
10600,7.643,52500,0.42857142857142900,5,1,22500,0
10900,7.767,53700,0.441340782,5,1,23700,0
8200,6.597,42700,0.297423888,2,0,12700,0
10300,7.505,51200,0.4140625,4,1,21200,0
9200,7.034,46800,0.35897435897435900,3,0,16800,0
9600,7.2,48400,0.3801652892561980,4,0,18400,0
17000,10.369000000000000,78200,0.6163682864450130,10,2,48200,0
8300,6.664,43300,0.3071593533487300,2,0,13300,0
8400,6.706,43700,0.3135011441647600,3,0,13700,0
10800,7.697,53000,0.4339622641509430,5,1,23000,0
9100,7.014000000000000,46600,0.3562231759656650,3,0,16600,0
10800,7.729,53300,0.4371482176360230,5,1,23300,0
11100,7.841,54400,0.4485294117647060,5,1,24400,0
10600,7.65,52600,0.4296577946768060,5,1,22600,0
10300,7.503000000000000,51200,0.4140625,4,1,21200,0
9400,7.102,47400,0.3670886075949370,3,0,17400,0
9700,7.252000000000000,48800,0.38524590163934400,4,0,18800,0
9200,7.0330000000000000,46800,0.35897435897435900,3,0,16800,0
10300,7.513,51300,0.4152046783625730,4,1,21300,0
10400,7.537000000000000,51500,0.4174757281553400,4,1,21500,0
8900,6.917000000000000,45700,0.3435448577680530,3,0,15700,0
9600,7.191,48300,0.37888198757764000,4,0,18300,0
8800,6.885,45400,0.3392070484581500,3,0,15400,0
7900,6.4880000000000000,41600,0.27884615384615400,2,0,11600,0
9700,7.255,48900,0.38650306748466300,4,0,18900,0
9700,7.236000000000000,48700,0.3839835728952770,4,0,18700,0
10900,7.766,53700,0.441340782,5,1,23700,0
10100,7.4,50200,0.4023904382470120,4,1,20200,0
8900,6.9270000000000000,45800,0.34497816593886500,3,0,15800,0
8400,6.69,43500,0.3103448275862070,3,0,13500,0
9400,7.115,47600,0.3697478991596640,3,0,17600,0
11100,7.838000000000000,54400,0.4485294117647060,5,1,24400,0
11700,8.078,56600,0.4699646643109540,5,1,26600,0
8800,6.872000000000000,45300,0.3377483443708610,3,0,15300,0
10300,7.489,51100,0.4129158512720160,4,1,21100,0
10100,7.421,50400,0.4047619047619050,4,1,20400,0
9900,7.312,49400,0.3927125506072870,4,0,19400,0
10000,7.367000000000000,49900,0.3987975951903810,4,0,19900,0
9600,7.221,48600,0.382716049,4,0,18600,0
9900,7.312,49400,0.3927125506072870,4,0,19400,0
7900,6.48,41600,0.27884615384615400,2,0,11600,0
9200,7.015,46600,0.3562231759656650,3,0,16600,0
7900,6.489,41700,0.2805755395683450,2,0,11700,0
8100,6.561,42300,0.2907801418439720,2,0,12300,0
9400,7.127000000000000,47700,0.3710691823899370,3,0,17700,0
9700,7.2620000000000000,48900,0.38650306748466300,4,0,18900,0
8700,6.8420000000000000,45000,0.3333333333333330,3,0,15000,0
10700,7.668000000000000,52800,0.4318181818181820,5,1,22800,0
8300,6.673000000000000,43400,0.3087557603686640,3,0,13400,0
8400,6.69,43500,0.3103448275862070,3,0,13500,0
8900,6.929000000000000,45800,0.34497816593886500,3,0,15800,0
8800,6.87,45300,0.3377483443708610,3,0,15300,0
11500,8.025,56100,0.465240642,5,1,26100,0
10400,7.538000000000000,51500,0.4174757281553400,4,1,21500,0
11000,7.803,54000,0.4444444444444440,5,1,24000,0
10000,7.393,50200,0.4023904382470120,4,1,20200,0
9800,7.291,49200,0.3902439024390240,4,0,19200,0
8700,6.808,44700,0.3288590604026850,3,0,14700,0
8900,6.9270000000000000,45800,0.34497816593886500,3,0,15800,0
9000,6.953000000000000,46000,0.3478260869565220,3,0,16000,0
9700,7.267,49000,0.3877551020408160,4,0,19000,0
10400,7.542000000000000,51600,0.4186046511627910,4,1,21600,0
9500,7.148,47900,0.3736951983298540,4,0,17900,0
9400,7.106,47500,0.3684210526315790,3,0,17500,0
8200,6.597,42700,0.297423888,2,0,12700,0
10800,7.73,53300,0.4371482176360230,5,1,23300,0
9300,7.078000000000000,47200,0.3644067796610170,3,0,17200,0
9100,7.0120000000000000,46600,0.3562231759656650,3,0,16600,0
9000,6.935,45900,0.3464052287581700,3,0,15900,0
10200,7.449,50700,0.40828402366863900,4,1,20700,0
12700,8.508,60700,0.5057660626029650,6,1,30700,0
10800,7.73,53300,0.4371482176360230,5,1,23300,0
10400,7.524,51400,0.4163424124513620,4,1,21400,0
10400,7.565,51800,0.4208494208494210,4,1,21800,0
9100,7.007000000000000,46500,0.3548387096774190,3,0,16500,0
7900,6.485,41600,0.27884615384615400,2,0,11600,0
18900,11.178000000000000,85800,0.6503496503496500,12,2,55800,0
11200,7.878000000000000,54700,0.4515539305301650,5,1,24700,0
9800,7.307,49400,0.3927125506072870,4,0,19400,0
8600,6.766,44300,0.3227990970654630,3,0,14300,0
10500,7.586,52000,0.4230769230769230,4,1,22000,0
9400,7.131,47700,0.3710691823899370,3,0,17700,0
9500,7.1580000000000000,48000,0.375,4,0,18000,0
8900,6.901,45500,0.3406593406593410,3,0,15500,0
9700,7.266,49000,0.3877551020408160,4,0,19000,0
10500,7.599,52100,0.4241842610364680,4,1,22100,0
7900,6.498000000000000,41700,0.2805755395683450,2,0,11700,0
8700,6.813,44700,0.3288590604026850,3,0,14700,0
10000,7.3660000000000000,49900,0.3987975951903810,4,0,19900,0
9000,6.9510000000000000,46000,0.3478260869565220,3,0,16000,0
10000,7.39,50100,0.4011976047904190,4,1,20100,0
11100,7.86,54600,0.4505494505494510,5,1,24600,0
11000,7.781000000000000,53800,0.4423791821561340,5,1,23800,0
9200,7.043000000000000,46900,0.3603411513859280,3,0,16900,0
8200,6.627000000000000,43000,0.3023255813953490,2,0,13000,0
9800,7.288000000000000,49200,0.3902439024390240,4,0,19200,0
10300,7.485,51000,0.4117647058823530,4,1,21000,0
10100,7.429000000000000,50500,0.405940594,4,1,20500,0
9200,7.034,46800,0.35897435897435900,3,0,16800,0
10200,7.457000000000000,50800,0.4094488188976380,4,1,20800,0
9100,6.975,46200,0.35064935064935100,3,0,16200,0
9400,7.111000000000000,47500,0.3684210526315790,3,0,17500,0
8700,6.803,44600,0.3273542600896860,3,0,14600,0
9100,6.987,46300,0.35205183585313200,3,0,16300,0
8900,6.898,45500,0.3406593406593410,3,0,15500,0
10000,7.386,50100,0.4011976047904190,4,1,20100,0
10600,7.619,52300,0.4263862332695990,5,1,22300,0
8000,6.515,41900,0.2840095465393800,2,0,11900,0
8800,6.874,45300,0.3377483443708610,3,0,15300,0
9700,7.235,48700,0.3839835728952770,4,0,18700,0
8900,6.9240000000000000,45800,0.34497816593886500,3,0,15800,0
9400,7.099,47400,0.3670886075949370,3,0,17400,0
10900,7.743000000000000,53500,0.4392523364485980,5,1,23500,0
11200,7.8870000000000000,54800,0.4525547445255470,5,1,24800,0
9900,7.3230000000000000,49500,0.3939393939393940,4,0,19500,0
7400,6.258000000000000,39500,0.2405063291139240,2,0,9500,0
8700,6.805,44600,0.3273542600896860,3,0,14600,0
8900,6.909,45600,0.34210526315789500,3,0,15600,0
8700,6.835,44900,0.3318485523385300,3,0,14900,0
10200,7.473,50900,0.4106090373280940,4,1,20900,0
7300,6.2410000000000000,39300,0.2366412213740460,2,0,9300,0
9600,7.2,48300,0.37888198757764000,4,0,18300,0
10200,7.443,50600,0.4071146245059290,4,1,20600,0
9300,7.084,47300,0.3657505285412260,3,0,17300,0
9400,7.125,47600,0.3697478991596640,3,0,17600,0
11000,7.814,54100,0.4454713493530500,5,1,24100,0
7800,6.446000000000000,41300,0.2736077481840190,2,0,11300,0
11300,7.94,55300,0.4575045207956600,5,1,25300,0
11300,7.916,55100,0.45553539,5,1,25100,0
8600,6.781000000000000,44400,0.32432432432432400,3,0,14400,0
10300,7.506,51200,0.4140625,4,1,21200,0
8200,6.612,42800,0.29906542056074800,2,0,12800,0
10400,7.561,51700,0.4197292069632500,4,1,21700,0
7800,6.457000000000000,41400,0.2753623188405800,2,0,11400,0
10500,7.587000000000000,52000,0.4230769230769230,4,1,22000,0
9700,7.265,49000,0.3877551020408160,4,0,19000,0
9300,7.094000000000000,47400,0.3670886075949370,3,0,17400,0
9500,7.162000000000000,48000,0.375,4,0,18000,0
8700,6.837000000000000,44900,0.3318485523385300,3,0,14900,0
9300,7.083000000000000,47300,0.3657505285412260,3,0,17300,0
7600,6.375,40600,0.2610837438423650,2,0,10600,0
6900,6.055,37600,0.20212765957446800,1,0,7600,0
8100,6.587000000000000,42600,0.29577464788732400,2,0,12600,0
10100,7.43,50500,0.405940594,4,1,20500,0
8100,6.554000000000000,42300,0.2907801418439720,2,0,12300,0
10100,7.425,50500,0.405940594,4,1,20500,0
9300,7.096,47400,0.3670886075949370,3,0,17400,0
9700,7.245,48800,0.38524590163934400,4,0,18800,0
10500,7.585,52000,0.4230769230769230,4,1,22000,0
10000,7.364,49900,0.3987975951903810,4,0,19900,0
11100,7.8630000000000000,54600,0.4505494505494510,5,1,24600,0
8500,6.726,43900,0.31662870159453300,3,0,13900,0
8300,6.635,43000,0.3023255813953490,2,0,13000,0
